,user.name,created_at,id,full_text,display_text_range,source,retweet_count,favorite_count,user.followers_count,user.friends_count,user.statuses_count,entities.hashtags,entities.urls,partido,tipo de post
0,Partido Popular,2021-04-17 10:29:44+00:00,1383367063666782213,"👉 Javier Fernández-Lasquetty: “Todos los socialistas quieren que subamos siempre los impuestos; eso sí, el día que se convocan elecciones hay uno que disimula, y hay otros dos -Sánchez y Montero- a los que les da todo igual y ni lo hacen”.

#YoConAyuso https://t.co/cTGdEBgnqU","[0, 252]",['Twitter Media Studio - LiveCut'],2,2,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [241, 252]}]",[],Partido Popular,publicación
1,Partido Popular,2021-04-17 10:25:21+00:00,1383365962888409090,"👉 Javier Fernández-Lasquetty: “Libertad para todo, pero también para trabajar. Que nadie aproveche la pandemia como una excusa para el autoritarismo”.

#YoConAyuso https://t.co/LbmD4mwptp","[0, 163]",['Twitter Media Studio - LiveCut'],7,11,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [152, 163]}]",[],Partido Popular,publicación
2,Partido Popular,2021-04-17 10:16:32+00:00,1383363740356145161,📡 #EnDirecto👉 @IdiazAyuso atiende a los medios en su visita a Collado Villalba. https://t.co/N4H746boKu,"[0, 103]",['Twitter Media Studio'],16,34,820639,5291,102263,"[{'text': 'EnDirecto', 'indices': [2, 12]}]","[{'url': 'https://t.co/N4H746boKu', 'expanded_url': 'https://twitter.com/i/broadcasts/1ypKdgYwNVRxW', 'display_url': 'twitter.com/i/broadcasts/1…', 'indices': [80, 103]}]",Partido Popular,publicación
3,Partido Popular,2021-04-17 09:59:36+00:00,1383359481254268936,"🔵 En unos minutos, no te pierdas la intervención de @IdiazAyuso desde Collado Villalba.

Podrás seguirlo, en directo, en nuestras redes y en https://t.co/6WGpUW8ul9 🤳🏼
#YoConAyuso https://t.co/lmlCdvAdqZ","[0, 179]",['Twitter Web App'],37,49,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [168, 179]}]","[{'url': 'https://t.co/6WGpUW8ul9', 'expanded_url': 'http://pp.es', 'display_url': 'pp.es', 'indices': [141, 164]}]",Partido Popular,publicación
4,Partido Popular,2021-04-17 06:14:00+00:00,1383302705779671044,"☕️ Muy buenos días y #FelizSábado a todos 😊

Esta es nuestra agenda para hoy👉🏽 https://t.co/3quq6iOQY2 https://t.co/MzcGGwtNyO","[0, 102]",['Twitter Web App'],8,26,820639,5291,102263,"[{'text': 'FelizSábado', 'indices': [21, 33]}]","[{'url': 'https://t.co/3quq6iOQY2', 'expanded_url': 'https://www.pp.es/actualidad/agenda', 'display_url': 'pp.es/actualidad/age…', 'indices': [79, 102]}]",Partido Popular,publicación
5,Partido Popular,2021-04-16 18:53:28+00:00,1383131444827066373,"✍️🏻 En una carta impulsada por el Partido Popular, 62 eurodiputados piden explicaciones a Josep Borrell por la reunión del Servicio Exterior Europeo con miembros de la ilegítima Asamblea Nacional venezolana.

🔴 @DolorsMM la califica de ""inaceptable"".
https://t.co/IEaqUDvA1O","[0, 274]",['Twitter Web App'],61,93,820639,5291,102263,[],"[{'url': 'https://t.co/IEaqUDvA1O', 'expanded_url': 'https://www.pp.es/actualidad-noticia/62-eurodiputados-piden-explicaciones-josep-borrell-por-reunion-servicio-exterior', 'display_url': 'pp.es/actualidad-not…', 'indices': [251, 274]}]",Partido Popular,publicación
6,Partido Popular,2021-04-16 18:09:55+00:00,1383120484024381447,"🔵 @IdiazAyuso: “No nos van a encontrar en el camino de la ruina, ni de la división ni del enfrentamiento. Con nosotros que no cuenten para el desastre”.

Les queda muy poco, y como Iglesias no entre en la Asamblea, me debéis dos.

#YoConAyuso https://t.co/gDJuD1OIV3","[0, 242]",['Twitter Media Studio - LiveCut'],160,420,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [231, 242]}]",[],Partido Popular,publicación
7,Partido Popular,2021-04-16 17:57:53+00:00,1383117455158083589,"🔵 @IdiazAyuso: “Ha sido convocar elecciones y -supuestamente- han aparecido vacunas masivas. La semana pasada tenían más vacunas que Alemania para todos los españoles, cuando ahora resulta que se está paralizando el proceso de vacunación”.

#YoConAyuso https://t.co/fvHepruYmo","[0, 252]",['Twitter Media Studio - LiveCut'],95,170,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [241, 252]}]",[],Partido Popular,publicación
8,Partido Popular,2021-04-16 17:55:08+00:00,1383116765287305222,"🔵 @IdiazAyuso: “Sánchez pretende decirnos que Madrid va a perder su autonomía fiscal para subirnos los impuestos mientras le da más autonomía al País Vasco para quedarse con la competencia de prisiones y, después de las elecciones, empezar a indultar a los presos de ETA”. https://t.co/bPFwbetgSy","[0, 272]",['Twitter Media Studio - LiveCut'],384,978,820639,5291,102263,[],[],Partido Popular,publicación
9,Partido Popular,2021-04-16 17:51:41+00:00,1383115898861551617,"🔵 @IdiazAyuso: “Estamos en estas elecciones porque había, de manera soterrada, un proyecto que quería cambiar España por la puerta de atrás. Tenemos la oportunidad decirle al Gobierno de España 👉 AQUÍ NO”.

Vamos a seguir defendiendo vivir a la madrileña, #YoConAyuso https://t.co/x9WK90VA6W","[0, 267]",['Twitter Media Studio - LiveCut'],80,199,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [256, 267]}]",[],Partido Popular,publicación
10,Partido Popular,2021-04-16 17:47:37+00:00,1383114874063106053,"🔵 @IdiazAyuso: “Podría dedicar este rato a hacer lo que el Gobierno de España hace con la Comunidad de Madrid, a criticar la gestión que hace el ayuntamiento; pero para mí los 179 municipios de la CAM son MIS municipios y sus problemas me afectan”.

#YoConAyuso https://t.co/AzJWAHSWoO","[0, 261]",['Twitter Media Studio - LiveCut'],110,227,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [250, 261]}]",[],Partido Popular,publicación
11,Partido Popular,2021-04-16 17:42:03+00:00,1383113471122898947,"🔵 @IdiazAyuso: “En la política lo que más cuesta es lo que más se aprecia, y el valor del sacrificio y la cultura del esfuerzo me representan”.

#YoConAyuso https://t.co/vYgBLqgIbg","[0, 156]",['Twitter Media Studio - LiveCut'],92,227,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [145, 156]}]",[],Partido Popular,publicación
12,Partido Popular,2021-04-16 17:41:58+00:00,1383113451199954944,"💬 @eruizescudero: “El 4M nos jugamos mucho. Madrid se ha adelantado en todas las ocasiones y el Gobierno siempre iba por detrás”.

#YoConAyuso https://t.co/XxCc3A5Kfr","[0, 142]",['Twitter Media Studio - LiveCut'],80,173,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [131, 142]}]",[],Partido Popular,publicación
13,Partido Popular,2021-04-16 17:24:40+00:00,1383109096916799494,"📡 #EnDirecto 👉 @IdiazAyuso visita la carpa informativa de Arganda del Rey. 

#YoConAyuso https://t.co/vhGK7Cvydr","[0, 112]",['Twitter Media Studio'],49,93,820639,5291,102263,"[{'text': 'EnDirecto', 'indices': [2, 12]}, {'text': 'YoConAyuso', 'indices': [77, 88]}]","[{'url': 'https://t.co/vhGK7Cvydr', 'expanded_url': 'https://twitter.com/i/broadcasts/1YpKkzLYwmYxj', 'display_url': 'twitter.com/i/broadcasts/1…', 'indices': [89, 112]}]",Partido Popular,publicación
14,Partido Popular,2021-04-16 16:46:11+00:00,1383099412331831299,"👩🏻‍🦱 A partir de las 19:00h., no te pierdas a @IdiazAyuso desde Arganda del Rey. 

Podrás seguir sus declaraciones, en directo, en nuestras https://t.co/9FBjj4afQ8. y en https://t.co/6WGpUWq5JJ 🤳🏽 https://t.co/zxZ6CI7G0t","[0, 196]",['Twitter Web App'],29,74,820639,5291,102263,[],"[{'url': 'https://t.co/9FBjj4afQ8', 'expanded_url': 'http://RR.SS', 'display_url': 'RR.SS', 'indices': [140, 163]}, {'url': 'https://t.co/6WGpUWq5JJ', 'expanded_url': 'http://pp.es', 'display_url': 'pp.es', 'indices': [170, 193]}]",Partido Popular,publicación
15,Partido Popular,2021-04-16 16:02:19+00:00,1383088373225689105,"🚨 Sánchez suma y sigue, ahora transfiere ahora Prisiones y otras tres competencias al gobierno del País Vasco.

🔴¿Cuándo terminará de pagar con el dolor de los españoles sus deudas contraídas a cambio de que le aprobaran los PGE?
https://t.co/XCyfxo7Gsh","[0, 253]",['Twitter Web App'],84,115,820639,5291,102263,[],"[{'url': 'https://t.co/XCyfxo7Gsh', 'expanded_url': 'http://abc.es/espana/abci-acuerdo-entre-sanchez-y-urkullu-para-transferir-prisiones-y-otras-tres-competencias-202104161657_noticia.html#vca=rrss&vmc=abc-es&vso=tw&vli=cm-general&_tcode=cnJqMG0y', 'display_url': 'abc.es/espana/abci-ac…', 'indices': [230, 253]}]",Partido Popular,publicación
16,Partido Popular,2021-04-16 14:33:45+00:00,1383066086631956484,"🔝 La rebaja fiscal en la Comunidad de Madrid va a continuar, ahora con la bajada de los impuestos de Sucesiones y Donaciones entre hermanos, tíos y sobrinos.
https://t.co/dbeyXYgiWf","[0, 181]",['Twitter Web App'],117,254,820639,5291,102263,[],"[{'url': 'https://t.co/dbeyXYgiWf', 'expanded_url': 'https://www.abc.es/espana/madrid/abci-ayuso-bajara-impuestos-sucesiones-y-donaciones-entre-hermanos-y-tios-y-sobrinos-202104161156_noticia_amp.html?__twitter_impression=true', 'display_url': 'abc.es/espana/madrid/…', 'indices': [158, 181]}]",Partido Popular,publicación
17,Partido Popular,2021-04-16 14:05:39+00:00,1383059015060570113,"📺 ""Ahora a todos los candidatos les gusta mi programa"".

👉🏽 @IdiazAyuso https://t.co/ExWt5QqBaJ","[0, 71]",['Twitter Web App'],535,1734,820639,5291,102263,[],[],Partido Popular,publicación
18,Partido Popular,2021-04-16 11:19:30+00:00,1383017199816880132,👉 @pablocasado_ explica por qué es inútil el #populismo. https://t.co/JrzYYqyDrl,"[0, 56]",['Twitter Media Studio - LiveCut'],67,99,820639,5291,102263,"[{'text': 'populismo', 'indices': [45, 55]}]",[],Partido Popular,publicación
19,Partido Popular,2021-04-16 11:11:17+00:00,1383015133954371586,"👉 @pablocasado_ define los 5 rasgos del #comunismo: “Es identitarista, intervencionista, antipluralista, contrario al Estado de derecho y al libre mercado.” https://t.co/dh3bDkeobA","[0, 156]",['Twitter Media Studio - LiveCut'],85,136,820639,5291,102263,"[{'text': 'comunismo', 'indices': [40, 50]}]",[],Partido Popular,publicación
20,Partido Popular,2021-04-16 11:02:50+00:00,1383013007115059204,👉 @pablocasado_: “El comunismo ha devenido en populismo. Es muy difícil ver en una democracia occidental que se enarbole la hoz y el martillo.” https://t.co/h1hMfUM6fo,"[0, 143]",['Twitter Media Studio - LiveCut'],88,189,820639,5291,102263,[],[],Partido Popular,publicación
21,Partido Popular,2021-04-16 10:55:47+00:00,1383011231133536256,"👉 @leopoldolopez: “En España hay más de medio millón de venezolanos. Pregúntenles su historia, todos salieron de Venezuela en contra de su voluntad. Venezuela no es un tema de derechas o de izquierdas, es de libertad y democracia.” https://t.co/37zrSponMi","[0, 231]",['Twitter Media Studio - LiveCut'],104,146,820639,5291,102263,[],[],Partido Popular,publicación
22,Partido Popular,2021-04-16 10:51:46+00:00,1383010221627478020,"👉 @leopoldolopez relata la situación vivida en Venezuela desde la llegada al poder de Hugo Chávez en 1999:

“El populismo no es de derechas ni de izquierdas, pero sí es profundamente antidemocrático. En Venezuela llegó con herramientas democráticas y ha derivado en tiranía.” https://t.co/FUdsYJEwS0","[0, 275]",['Twitter Media Studio - LiveCut'],63,83,820639,5291,102263,[],[],Partido Popular,publicación
23,Partido Popular,2021-04-16 10:43:40+00:00,1383008184118476800,👉 @pablocasado_: “España tiene que liderar una respuesta ante la tiranía de Maduro. Hemos pedido que se le retire la invitación a la Cumbre Iberoamericana y se invite a @jguaido.” https://t.co/yPGfWOQqad,"[0, 179]",['Twitter Media Studio - LiveCut'],57,100,820639,5291,102263,[],[],Partido Popular,publicación
24,Partido Popular,2021-04-16 10:34:01+00:00,1383005755943620612,"👉 Mario Vargas Llosa, sobre la Unión Europea y el brexit:

“Los nacionalismos pueden llegar a destruir el proyecto de Unión Europea. Es muy importante que los países donde nació la libertad y la democracia estén presentes en el futuro de la humanidad.” https://t.co/b4INJ7mBnV","[0, 252]",['Twitter Media Studio - LiveCut'],55,92,820639,5291,102263,[],[],Partido Popular,publicación
25,Partido Popular,2021-04-16 10:19:50+00:00,1383002182975418368,"👉 @pablocasado_, acompañado por Mario Vargas Llosa y @leopoldolopez:

“El #populismo es, junto al nacionalismo, uno de los peores enemigos de la libertad.” https://t.co/QCf8MMdh8M","[0, 155]",['Twitter Media Studio - LiveCut'],91,137,820639,5291,102263,"[{'text': 'populismo', 'indices': [74, 84]}]",[],Partido Popular,publicación
26,Partido Popular,2021-04-16 10:10:06+00:00,1382999735175417857,"📡 @pablocasado_ clausura la jornada '#Populismos, ¿Una amenaza a la democracia?' https://t.co/2WchHNojI8","[0, 104]",['Twitter Media Studio'],41,69,820639,5291,102263,"[{'text': 'Populismos', 'indices': [37, 48]}]","[{'url': 'https://t.co/2WchHNojI8', 'expanded_url': 'https://twitter.com/i/broadcasts/1nAJELQZebZGL', 'display_url': 'twitter.com/i/broadcasts/1…', 'indices': [81, 104]}]",Partido Popular,publicación
27,Partido Popular,2021-04-16 09:39:58+00:00,1382992151349448704,"➡️ A las 12:00h. @pablocasado_ clausura  la jornada '#Populismos, ¿Una amenaza a la democracia?'

📡 Síguelo en directo a través de nuestras redes y página web https://t.co/6WGpUWq5JJ https://t.co/JPuWEnSmly","[0, 182]",['Twitter Web App'],44,110,820639,5291,102263,"[{'text': 'Populismos', 'indices': [53, 64]}]","[{'url': 'https://t.co/6WGpUWq5JJ', 'expanded_url': 'http://pp.es', 'display_url': 'pp.es', 'indices': [159, 182]}]",Partido Popular,publicación
28,Partido Popular,2021-04-16 09:28:55+00:00,1382989370181963776,"“Los españoles que defendemos la libertad y la concordia tenemos que hacer lo posible por evitar que en España se sufra la desgracia que se vive en algunos países hermanos de Latinoamérica.”

👉 @jaimedeolano, en la inauguración de la jornada #Populismos, de @FundacionCyL https://t.co/AMYnpqIvvc","[0, 271]",['Twitter Media Studio'],45,75,820639,5291,102263,"[{'text': 'Populismos', 'indices': [242, 253]}]",[],Partido Popular,publicación
29,Partido Popular,2021-04-16 08:51:05+00:00,1382979849418051585,"Frente al triunfalismo electoral del ""hemos vencido al virus"" de Sánchez, la responsabilidad y sensatez de Ayuso. #YoConAyuso

📺 @IdiazAyuso en @elprogramadear https://t.co/nCbr6rMQ21","[0, 159]",['Twitter Media Studio'],117,267,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [114, 125]}]",[],Partido Popular,publicación
30,Partido Popular,2021-04-16 08:35:11+00:00,1382975848228257793,"""El Zendal se concibió para ser un hospital de hospitales, está sirviendo para descongestionar a los todos demás y ha sanado a más de 4000 personas"". #YoConAyuso

📺 @IdiazAyuso en @elprogramadear https://t.co/2cKCCdAzzb","[0, 195]",['Twitter Web App'],160,409,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [150, 161]}]",[],Partido Popular,publicación
31,Partido Popular,2021-04-16 08:30:41+00:00,1382974716252672005,"""Hemos tratado a los ciudadanos como adultos. No quería que entraran políticas socialistas en Madrid. Prefiero que decidan los madrileños qué futuro quieren"". #YoConAyuso

📺 @IdiazAyuso en @elprogramadear https://t.co/6CQLudicdI","[0, 204]",['Twitter Web App'],74,154,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [159, 170]}]",[],Partido Popular,publicación
32,Partido Popular,2021-04-16 08:26:23+00:00,1382973635988754437,"""En los barrios más humildes no quieren ver a Pablo Iglesias ni en pintura. Es una persona tan demagoga que, sobre todo, lo que ha hecho es alejarse del pueblo"". #YoConAyuso

📺 @IdiazAyuso en @elprogramadear https://t.co/HaP1oA1bbE","[0, 207]",['Twitter Web App'],380,989,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [162, 173]}]",[],Partido Popular,publicación
33,Partido Popular,2021-04-16 08:20:55+00:00,1382972257929158661,"""No hay derecho a asustar a los ciudadanos, a sembrar dudas sobre un proceso electoral cuando en Cataluña no se hizo y a seguir deprimiendo a la gente de esta manera, es insensato"". #YoConAyuso

📺@IdiazAyuso en @elprogramadear, sobre los ataques de Sánchez contra Madrid https://t.co/kvFTrIhKZ7","[0, 270]",['Twitter Web App'],81,147,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [182, 193]}]",[],Partido Popular,publicación
34,Partido Popular,2021-04-16 08:11:56+00:00,1382969998965100547,"""Quiero llevar un programa donde quiero aplicar deducciones fiscales sin que me las tumben en la Asamblea, como me ha pasado, y donde pueda tener unos Presupuestos, que hasta el momento no me lo han permitido"". #YoConAyuso

📺 @IdiazAyuso en @elprogramadear https://t.co/WE1cBkxPSk","[0, 256]",['Twitter Web App'],102,204,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [211, 222]}]",[],Partido Popular,publicación
35,Partido Popular,2021-04-16 08:06:26+00:00,1382968612072394757,"""Yo con el desastre no pacto. El PSOE siempre ha arremetido contra la fiscalidad de Madrid y me ha intentado obligar a cerrar la hostelería y los comercios durante los meses de las olas anteriores, sin un solo informe sanitario"". #YoConAyuso

📺 @IdiazAyuso en @elprogramadear https://t.co/xrlV4K3Q2x","[0, 275]",['Twitter Web App'],126,243,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [230, 241]}]",[],Partido Popular,publicación
36,Partido Popular,2021-04-16 08:01:47+00:00,1382967441681178626,"""El único Gobierno que ha demostrado, durante 16 años consecutivos, que bajando impuestos se crea empleo, es el que ha gestionado en Madrid el Partido Popular"". #YoConAyuso

📺 @IdiazAyuso en @elprogramadear https://t.co/esCIvIiQEL","[0, 206]",['Twitter Web App'],236,539,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [161, 172]}]",[],Partido Popular,publicación
37,Partido Popular,2021-04-16 07:57:27+00:00,1382966352147800064,"""Al candidato del PSOE solo le falta venirse al PP, porque ahora, de repente, todo el programa del Partido Popular, que ha estado criticando durante año y medio en la Asamblea, le gusta"".
 #YoConAyuso

📺 @IdiazAyuso en @elprogramadear https://t.co/IORepPDpmC","[0, 234]",['Twitter Web App'],203,497,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [189, 200]}]",[],Partido Popular,publicación
38,Partido Popular,2021-04-16 07:55:06+00:00,1382965760432168962,"""El Gobierno de España está obsesionado completamente con las elecciones en Madrid. Está utilizando los recursos de todos los españoles para meterse en la campaña de Madrid, mintiendo y trasladando miedo"". #YoConAyuso

📺 @IdiazAyuso en @elprogramadear https://t.co/aratN1kGOZ","[0, 251]",['Twitter Web App'],163,248,820639,5291,102263,"[{'text': 'YoConAyuso', 'indices': [206, 217]}]",[],Partido Popular,publicación
39,Partido Popular,2021-04-16 07:22:07+00:00,1382957462324703233,"📺 A las 9:30h. será entrevistada @IdiazAyuso en @elprogramadear 

👇🏻 Síguela en directo a través de este enlace 👇🏻
https://t.co/xAwLGECtts https://t.co/9Qt2OHEgpe","[0, 138]",['Twitter for iPhone'],12,72,820639,5291,102263,[],"[{'url': 'https://t.co/xAwLGECtts', 'expanded_url': 'https://www.telecinco.es/endirecto/', 'display_url': 'telecinco.es/endirecto/', 'indices': [115, 138]}]",Partido Popular,publicación
40,Partido Popular,2021-04-16 06:58:41+00:00,1382951564533506048,"🎙️ Ya está disponible el nuevo podcast de #ActivemosEspaña, en el que hablamos de sanidad con Eduardo Raboso, @anapastorjulian, @montesinospablo y @eruizescudero

🎧https://t.co/ekaIjZquEk
🎧https://t.co/BprSmEkwa9
🎧https://t.co/suSyxXLsuW
🎧https://t.co/5f1gl5w4Ac https://t.co/imVecHlQ1H","[0, 262]",['Twitter Web App'],45,71,820639,5291,102263,"[{'text': 'ActivemosEspaña', 'indices': [42, 58]}]","[{'url': 'https://t.co/ekaIjZquEk', 'expanded_url': 'https://go.ivoox.com/rf/68672941', 'display_url': 'go.ivoox.com/rf/68672941', 'indices': [164, 187]}, {'url': 'https://t.co/BprSmEkwa9', 'expanded_url': 'https://open.spotify.com/episode/476KNvxksPjh0qC9zytf6u?si=Lve7blScQ7CkdIrZ3zqesA&context=spotify%3Ashow%3A2Mb6rItxtYd5fUNnUUNuiA', 'display_url': 'open.spotify.com/episode/476KNv…', 'indices': [189, 212]}, {'url': 'https://t.co/suSyxXLsuW', 'expanded_url': 'https://podcasts.apple.com/es/podcast/activemos-espa%C3%B1a/id1530612460#episodeGuid=https%3A%2F%2Fwww.ivoox.com%2F68672941', 'display_url': 'podcasts.apple.com/es/podcast/act…', 'indices': [214, 237]}, {'url': 'https://t.co/5f1gl5w4Ac', 'expanded_url': 'https://podcasts.google.com?feed=aHR0cHM6Ly93d3cuaXZvb3guY29tL3BvZGNhc3QtYWN0aXZlbW9zLWVzcGFuYV9mZ19mMTEwMzU2ODdfZmlsdHJvXzEueG1s&episode=aHR0cHM6Ly93d3cuaXZvb3guY29tLzY4NjcyOTQx', 'display_url': 'podcasts.google.com/?feed=aHR0cHM6…', 'indices': [239, 262]}]",Partido Popular,publicación
41,Partido Popular,2021-04-16 06:26:45+00:00,1382943528842575876,"El Gobierno tiene que dejarse de mentiras, de tergiversar al Supremo, rectificar de una vez y coger la mano tendida del PP para pactar un plan B jurídico. Estamos a tiempo.

https://t.co/3SBCMPd8E3","[0, 197]",['Twitter for iPhone'],52,94,820639,5291,102263,[],"[{'url': 'https://t.co/3SBCMPd8E3', 'expanded_url': 'https://www.elmundo.es/espana/2021/04/15/6078751efdddffd0388b468a.html', 'display_url': 'elmundo.es/espana/2021/04…', 'indices': [174, 197]}]",Partido Popular,publicación
42,Partido Popular,2021-04-16 05:55:11+00:00,1382935584264617986,"☀  Buenos días y #FelizViernes a todos, aquí os dejamos nuestra agenda para el día de hoy 👇 

📆  https://t.co/S74g2KqN64 https://t.co/X5EJe4x5hk","[0, 120]",['Twitter for iPhone'],12,32,820639,5291,102263,"[{'text': 'FelizViernes', 'indices': [17, 30]}]","[{'url': 'https://t.co/S74g2KqN64', 'expanded_url': 'http://www.pp.es/actualidad/agenda', 'display_url': 'pp.es/actualidad/age…', 'indices': [97, 120]}]",Partido Popular,publicación
43,Partido Popular,2021-04-15 19:36:38+00:00,1382779920942780418,"No tiene plan, pero ya tiene banda sonora. https://t.co/KicFAo4C1g","[0, 42]",['Twitter Web App'],1107,1879,820639,5291,102263,[],[],Partido Popular,publicación
44,Partido Popular,2021-04-15 17:39:41+00:00,1382750487359991808,"📻 A las 20:10h. será entrevistada @erodriguez_2019 en @CAPITALRADIOB 

👇 Podrás seguirla en directo a través de este enlace 👇
https://t.co/qYSStOZw2t https://t.co/KNxvugwwdh","[0, 149]",['Twitter Web App'],16,43,820639,5291,102263,[],"[{'url': 'https://t.co/qYSStOZw2t', 'expanded_url': 'https://www.capitalradio.es/directo', 'display_url': 'capitalradio.es/directo', 'indices': [126, 149]}]",Partido Popular,publicación
45,Partido Popular,2021-04-15 11:44:35+00:00,1382661125825830913,"👉🏽 @anacamins: ""Quedan 19 días para las elecciones y es insoportable ver cómo el PSOE va a mentira por día con el tema de los impuestos"".

🔵 El único partido que, no solo no va a subir los impuestos, sino que se los va a bajar es el Partido Popular. https://t.co/5n2qDTgPNa","[0, 249]",['Twitter Web App'],83,166,820639,5291,102263,[],[],Partido Popular,publicación
46,Partido Popular,2021-04-15 11:32:53+00:00,1382658182825271296,"📺 @montesinospablo: ""En verano, la señora Calvo dijo que el Gobierno se abría a ampliar el espectro jurídico alternativo al estado de alarma; ahora ya no"". 

Dejen de atacar al Partido Popular. El objetivo del Gobierno tiene que ser defender los intereses de todos los españoles. https://t.co/9vU65b55i7","[0, 279]",['Twitter Web App'],40,79,820639,5291,102263,[],[],Partido Popular,publicación
47,Partido Popular,2021-04-15 11:14:29+00:00,1382653549868421120,"📺 @montesinospablo: ""Estamos a tiempo. Ayer llevamos a las Cortes de nuevo ese Plan B jurídico para darles a las CC.AA. estabilidad y certidumbre. Solo hace falta que Sánchez descuelgue el teléfono"".

👉🏽 Que Sánchez piense más en los españoles y menos en los votos y las tácticas https://t.co/FxbXxAJNUb","[0, 279]",['Twitter Web App'],43,68,820639,5291,102263,[],[],Partido Popular,publicación
48,Partido Popular,2021-04-15 11:08:37+00:00,1382652074991702021,"📺 @montesinospablo: ""Ayer vimos como Sánchez cada vez está mas solo porque sigue en su bloqueo de no activar una alternativa jurídica al estado de alarma y sigue sin convocar la conferencia de presidentes"".

A la mano tendida de @pablocasado_ responde con ataques e insultos. https://t.co/YDOnYPSBca","[0, 275]",['Twitter Web App'],45,72,820639,5291,102263,[],[],Partido Popular,publicación
49,Partido Popular,2021-04-15 10:11:51+00:00,1382637786096881667,"""En España, y en los países en general, se va a medir la capacidad y la competitividad en función del nivel de digitalización de sus empresas y de sus ciudadanos"".

📺 @TeoGarciaEgea en la @Nebrija https://t.co/Kn7SGbvhLc","[0, 196]",['Twitter Media Studio'],41,60,820639,5291,102263,[],[],Partido Popular,publicación
50,Partido Popular,2021-04-15 10:02:36+00:00,1382635461206769665,"♻ ¿Queremos ser protagonistas activos del cambio o simplemente espectadores?

💬 Nuestro secretario general nos detalla las 14 competencias imprescindibles en la era digital 👇 

@TeoGarciaEgea en la @Nebrija https://t.co/uFdFCPBiO8","[0, 206]",['Twitter Media Studio'],55,78,820639,5291,102263,[],[],Partido Popular,publicación
51,Partido Popular,2021-04-15 08:49:38+00:00,1382617099206549505,"🕚 A las 11:00h., nuestro secretario general, @TeoGarciaEgea, da una conferencia en la Universidad Antonio Nebrija bajo el título: “Es posible imaginar un futuro: los jóvenes ante el desafío del mercado laboral"". https://t.co/KzfuZj9KJK","[0, 211]",['Twitter Web App'],30,98,820639,5291,102263,[],[],Partido Popular,publicación
52,Partido Popular,2021-04-15 08:44:39+00:00,1382615843092172803,"🩰 En el #DíaMundialDelArte queremos destacar la importancia del arte y del pensamiento creativo; agradeciendo y valorando el trabajo de todos los artistas que, con sus obras, enriquecen nuestra #cultura y sociedad. https://t.co/q4rVHEPQzC","[0, 214]",['Twitter Web App'],76,135,820639,5291,102263,"[{'text': 'DíaMundialDelArte', 'indices': [8, 26]}, {'text': 'cultura', 'indices': [194, 202]}]",[],Partido Popular,publicación
53,Partido Popular,2021-04-15 08:25:46+00:00,1382611090476007427,"👉 @JavierMaroto: ""Bajo la palabra libertad, @IdiazAyuso quiere resumir el esfuerzo de millones de madrileños que lo han pasado muy mal, y aspira a tener su confianza.""

#LaHoraMaroto https://t.co/llBdOkWk33","[0, 182]",['Twitter Media Studio'],42,92,820639,5291,102263,"[{'text': 'LaHoraMaroto', 'indices': [169, 182]}]",[],Partido Popular,publicación
54,Partido Popular,2021-04-15 08:21:27+00:00,1382610003069112321,"¿Cuándo mintió Sánchez sobre el #EstadoDeAlarma, hace 6 meses o ahora?

👉 @JavierMaroto lo explica en @LaHoraTVE https://t.co/h2augJzo2x","[0, 112]",['Twitter Media Studio'],66,103,820639,5291,102263,"[{'text': 'EstadoDeAlarma', 'indices': [32, 47]}]",[],Partido Popular,publicación
55,Partido Popular,2021-04-15 08:11:24+00:00,1382607477234098180,"“El plan que Sánchez ha presentado 8 veces recuerda al #PlanE de Zapatero para asfaltar aceras, que ya vimos los efectos que tuvo. Lo único concreto que conocemos de ese plan es la ayuda a Plus Ultra y la subida de impuestos.”

👉 @JavierMaroto en @LaHoraTVE https://t.co/YpZ9IrfRLF","[0, 257]",['Twitter Media Studio'],47,62,820639,5291,102263,"[{'text': 'PlanE', 'indices': [55, 61]}]",[],Partido Popular,publicación
